,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
8188,M,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,52.12602739726027,7.893150684931506,1,0,0,0,4.0,False
8189,M,N,Y,2,Working,Secondary / secondary special,Married,House / apartment,44.602739726027394,1.3013698630136987,1,0,0,0,4.0,False
8190,F,N,N,2,State servant,Higher education,Married,House / apartment,34.61917808219178,14.643835616438356,1,0,0,0,4.0,False
8194,F,Y,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,43.98082191780822,5.219178082191781,1,0,0,0,1.0,False
8198,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.057534246575344,1.5506849315068494,1,0,0,0,2.0,False
8202,F,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,53.81917808219178,1.4684931506849317,1,1,0,0,2.0,False
8204,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,36.6986301369863,1.1315068493150684,1,0,0,0,1.0,False
8205,M,N,Y,1,Commercial associate,Incomplete higher,Single / not married,House / apartment,26.435616438356163,0.3835616438356164,1,0,0,0,2.0,False
8206,F,N,Y,0,Working,Higher education,Married,House / apartment,50.26849315068493,10.556164383561644,1,0,0,0,2.0,False
8207,F,N,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,44.72054794520548,14.97808219178082,1,0,0,0,3.0,False
8208,F,Y,Y,0,Working,Higher education,Married,House / apartment,27.673972602739727,1.3835616438356164,1,1,1,0,2.0,False
8211,M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,57.07123287671233,6.638356164383562,1,0,0,0,2.0,False
8214,M,N,N,1,Working,Lower secondary,Married,House / apartment,39.153424657534245,12.895890410958904,1,0,0,0,3.0,False
8215,F,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,38.586301369863016,8.893150684931507,1,0,0,0,3.0,False
8217,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,53.25479452054795,14.558904109589042,1,0,0,0,2.0,False
8218,F,N,N,1,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,33.07671232876712,3.8904109589041096,1,0,0,0,2.0,False
8220,F,N,Y,1,Working,Higher education,Married,House / apartment,34.69041095890411,3.723287671232877,1,1,1,1,3.0,False
8221,F,Y,Y,1,Working,Higher education,Separated,House / apartment,38.4986301369863,0.3835616438356164,1,0,1,1,2.0,False
8223,F,N,Y,0,Pensioner,Higher education,Single / not married,House / apartment,58.47671232876712,-1000.6657534246576,1,0,1,1,1.0,False
8226,F,N,Y,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60.24657534246575,-1000.6657534246576,1,0,0,0,2.0,False
8227,F,N,Y,0,Working,Higher education,Married,House / apartment,27.057534246575344,4.304109589041096,1,0,0,0,2.0,False
8230,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,34.3013698630137,14.643835616438356,1,0,0,0,3.0,False
8233,F,N,Y,1,State servant,Secondary / secondary special,Married,House / apartment,33.00547945205479,13.13972602739726,1,0,0,0,3.0,False
8235,F,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,52.24657534246575,28.73972602739726,1,0,0,0,2.0,False
8238,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,30.876712328767123,2.3835616438356166,1,0,0,0,2.0,False
8240,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,51.56164383561644,8.726027397260275,1,0,1,0,2.0,False
8241,F,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,27.876712328767123,5.3863013698630136,1,0,1,0,3.0,False
8242,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,61.31232876712329,-1000.6657534246576,1,0,0,0,1.0,False
8243,F,N,N,1,Commercial associate,Secondary / secondary special,Married,House / apartment,41.50684931506849,1.96986301369863,1,0,0,0,3.0,False
8246,M,Y,N,1,State servant,Secondary / secondary special,Married,House / apartment,59.35616438356164,11.895890410958904,1,0,0,0,3.0,False
8251,M,N,N,1,Commercial associate,Higher education,Married,House / apartment,50.1945205479452,0.3013698630136986,1,0,1,0,3.0,False
8254,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.49315068493151,7.556164383561644,1,1,1,0,2.0,False
8263,F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,33.863013698630134,1.0547945205479452,1,0,0,1,1.0,False
8265,F,Y,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,54.25753424657534,8.893150684931507,1,0,0,0,1.0,False
8267,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.01643835616439,2.802739726027397,1,0,0,0,2.0,False
8271,M,Y,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,48.983561643835614,-1000.6657534246576,1,0,0,0,3.0,False
8273,M,N,Y,0,Working,Higher education,Single / not married,House / apartment,33.942465753424656,5.134246575342465,1,0,0,0,1.0,False
8274,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,50.87945205479452,8.136986301369863,1,0,0,0,2.0,False
8277,F,N,Y,1,Working,Secondary / secondary special,Married,With parents,43.73698630136986,1.0547945205479452,1,0,0,0,3.0,False
8279,F,N,Y,3,Working,Secondary / secondary special,Married,House / apartment,33.895890410958906,8.893150684931507,1,0,0,0,5.0,False
8282,F,N,Y,1,Commercial associate,Higher education,Married,House / apartment,37.46027397260274,7.306849315068493,1,0,0,0,3.0,False
8286,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,41.79726027397261,23.736986301369864,1,0,0,0,3.0,False
8287,F,N,Y,2,Working,Secondary / secondary special,Married,House / apartment,43.32054794520548,1.8027397260273967,1,0,1,0,4.0,False
8288,F,N,Y,0,Working,Incomplete higher,Married,House / apartment,41.09041095890411,4.134246575342465,1,0,0,0,2.0,False
8290,F,N,N,0,Working,Secondary / secondary special,Married,With parents,27.024657534246572,5.723287671232876,1,0,0,1,2.0,False
8292,F,Y,N,0,Pensioner,Higher education,Married,House / apartment,59.00821917808219,-1000.6657534246576,1,0,0,0,2.0,False
8294,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.25479452054795,-1000.6657534246576,1,0,0,0,2.0,False
8296,F,N,N,0,Working,Secondary / secondary special,Separated,House / apartment,46.97534246575343,4.134246575342465,1,1,1,0,1.0,False
8297,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,58.12602739726027,9.975342465753425,1,0,0,0,2.0,False
8306,F,N,Y,0,Working,Higher education,Widow,House / apartment,61.95342465753425,8.136986301369863,1,0,1,0,1.0,False
8309,F,Y,Y,0,State servant,Higher education,Separated,House / apartment,52.89041095890411,5.219178082191781,1,0,0,0,1.0,False
8317,M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,42.26575342465753,9.06027397260274,1,1,1,0,3.0,False
8320,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,32.38082191780822,2.6356164383561644,1,0,0,0,1.0,False
8321,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,36.93972602739726,14.643835616438356,1,0,0,0,2.0,False
8326,F,N,N,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,42.33972602739726,0.96986301369863,1,0,0,0,2.0,False
8327,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,25.054794520547944,4.134246575342465,1,0,0,0,2.0,False
8328,F,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,28.73972602739726,1.6356164383561644,1,0,0,1,3.0,False
8329,F,N,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,40.59452054794521,3.054794520547945,1,0,0,1,1.0,False
8330,M,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,27.19178082191781,2.802739726027397,1,0,0,0,2.0,False
8332,F,N,Y,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,32.52054794520548,13.895890410958904,1,0,0,0,4.0,False
8334,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.583561643835615,6.471232876712329,1,0,0,0,2.0,False
8342,F,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,49.21917808219178,7.893150684931506,1,0,0,0,2.0,False
8345,F,N,N,0,Working,Incomplete higher,Married,House / apartment,44.90958904109589,5.8054794520547945,1,0,0,0,2.0,False
8349,F,N,Y,0,Pensioner,Higher education,Single / not married,House / apartment,50.7945205479452,-1000.6657534246576,1,0,1,0,1.0,False
8350,F,N,N,0,Working,Secondary / secondary special,Single / not married,With parents,36.701369863013696,10.556164383561644,1,1,1,0,1.0,False
8352,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,50.38630136986301,6.3863013698630136,1,0,0,0,2.0,False
8353,M,N,N,0,State servant,Incomplete higher,Single / not married,With parents,30.34794520547945,8.893150684931507,1,1,1,0,1.0,False
8354,M,Y,Y,1,Working,Higher education,Married,House / apartment,32.35342465753425,1.4684931506849317,1,0,0,1,3.0,False
8356,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.50410958904109,6.638356164383562,1,0,0,0,2.0,False
8365,F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,24.063013698630137,1.4684931506849317,1,1,0,0,1.0,False
8366,F,N,Y,1,Commercial associate,Secondary / secondary special,Married,Municipal apartment,36.93150684931507,3.638356164383562,1,0,0,1,3.0,False
8367,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.94794520547945,-1000.6657534246576,1,0,0,1,1.0,False
8369,F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,62.33150684931507,11.558904109589042,1,1,1,0,1.0,False
8371,F,N,Y,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,54.704109589041096,-1000.6657534246576,1,0,0,0,2.0,False
8375,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,56.44657534246576,3.219178082191781,1,0,0,0,1.0,False
8378,M,N,Y,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,39.2027397260274,3.723287671232877,1,0,0,0,2.0,False
8380,M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,27.45205479452055,1.4684931506849317,1,1,1,1,2.0,False
8381,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,28.438356164383563,9.808219178082192,1,0,0,0,3.0,False
8382,F,N,N,1,Working,Secondary / secondary special,Married,With parents,31.504109589041096,10.975342465753425,1,0,1,1,3.0,False
8383,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,64.48493150684932,13.391780821917807,1,0,0,0,2.0,False
8385,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,55.10410958904109,4.8054794520547945,1,1,0,0,2.0,False
8390,M,N,N,0,Working,Secondary / secondary special,Single / not married,Co-op apartment,32.224657534246575,0.8027397260273973,1,0,0,0,1.0,False
8392,F,N,N,1,Working,Secondary / secondary special,Married,House / apartment,40.55342465753424,5.057534246575343,1,0,0,0,3.0,False
8394,F,N,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0986301369863,9.389041095890413,1,0,0,0,3.0,False
8399,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,47.31780821917808,2.7205479452054795,1,0,0,0,2.0,False
8400,F,Y,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,55.52602739726027,-1000.6657534246576,1,0,1,0,1.0,False
8401,F,N,N,0,Working,Secondary / secondary special,Civil marriage,Office apartment,25.16164383561644,2.3013698630136985,1,1,1,0,2.0,False
8402,M,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,41.67123287671233,12.895890410958904,1,0,0,1,4.0,False
8406,F,N,Y,0,Working,Higher education,Married,House / apartment,48.74246575342466,13.895890410958904,1,0,0,0,2.0,False
8409,M,N,N,0,Working,Higher education,Single / not married,House / apartment,26.035616438356165,0.96986301369863,1,1,1,0,1.0,False
8410,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,60.70958904109589,16.065753424657533,1,0,1,0,2.0,False
8411,M,Y,N,0,Working,Higher education,Married,House / apartment,41.59178082191781,8.389041095890411,1,0,0,0,2.0,False
8413,M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,41.67671232876712,3.4712328767123286,1,0,0,0,3.0,False
8416,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,47.63835616438356,4.553424657534246,1,0,1,1,1.0,False
8419,M,Y,N,0,Working,Secondary / secondary special,Single / not married,With parents,29.964383561643835,3.1342465753424658,1,0,0,0,1.0,False
8421,F,N,N,0,Working,Higher education,Separated,House / apartment,38.704109589041096,5.638356164383562,1,1,1,1,1.0,False
8422,F,Y,Y,1,Working,Higher education,Civil marriage,House / apartment,44.347945205479455,10.221917808219178,1,1,1,0,3.0,False
8426,M,Y,Y,0,Working,Higher education,Married,House / apartment,50.78630136986301,0.96986301369863,1,0,0,0,2.0,False
8427,M,Y,Y,0,Working,Higher education,Married,With parents,29.101369863013694,3.219178082191781,1,0,0,0,2.0,False
8429,M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,59.90958904109589,9.893150684931507,1,0,0,0,2.0,False
8430,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,56.8986301369863,9.64109589041096,1,0,1,1,2.0,False
8431,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.49315068493151,3.723287671232877,1,0,0,1,2.0,False
8434,M,Y,N,0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,23.194520547945206,3.3863013698630136,1,0,0,0,1.0,False
8437,F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,59.11780821917808,-1000.6657534246576,1,0,0,0,1.0,False
8438,M,Y,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.66301369863014,6.8054794520547945,1,0,0,0,2.0,False
8448,F,Y,Y,0,State servant,Secondary / secondary special,Married,House / apartment,51.76164383561644,6.638356164383562,1,0,0,0,2.0,False
8450,F,N,Y,1,Commercial associate,Higher education,Civil marriage,House / apartment,38.54520547945206,8.473972602739726,1,0,0,1,3.0,True
8452,F,N,Y,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.26849315068493,-1000.6657534246576,1,0,0,1,2.0,False
8453,F,Y,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,36.2958904109589,7.136986301369863,1,0,1,0,4.0,False
8454,F,N,Y,2,Commercial associate,Higher education,Married,House / apartment,31.523287671232875,6.3863013698630136,1,0,0,0,4.0,False
8459,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.84931506849315,31.65753424657534,1,0,0,0,2.0,False
8462,M,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,47.61643835616438,18.065753424657533,1,0,0,0,2.0,False
8464,M,Y,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,28.975342465753425,2.468493150684932,1,1,1,0,1.0,False
8465,F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.37534246575343,-1000.6657534246576,1,0,0,0,1.0,False
8466,F,Y,Y,0,Pensioner,Higher education,Civil marriage,House / apartment,63.01917808219178,-1000.6657534246576,1,0,1,0,2.0,False
8467,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.76438356164384,-1000.6657534246576,1,0,0,0,1.0,False
8468,F,N,Y,1,Working,Higher education,Married,House / apartment,30.68219178082192,7.057534246575343,1,0,0,0,3.0,False
8469,F,N,N,0,Commercial associate,Higher education,Married,With parents,42.08219178082192,1.1315068493150684,1,0,0,1,2.0,False
8472,M,N,Y,0,Commercial associate,Higher education,Married,House / apartment,52.465753424657535,20.315068493150687,1,0,0,1,2.0,False
8474,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.50684931506849,-1000.6657534246576,1,0,1,0,2.0,False
8475,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,37.84383561643836,9.221917808219178,1,0,0,0,1.0,False
8476,F,N,Y,1,Working,Higher education,Married,House / apartment,40.59452054794521,1.1315068493150684,1,0,0,1,3.0,False
8478,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.9013698630137,0.4684931506849315,1,0,0,0,2.0,False
